SeniorCitizen,tenure,MonthlyCharges,TotalCharges,AvgMonthlySpend,TotalServices,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes
0,1.5693985645431285,1.1745925304755547,2.169998356881453,1.2149133354707644,5,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,-1.0000696237967737,-0.6565849365869731,-0.8170409720486284,-0.3345129555568233,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1.6101837738818572,1.4556724504878775,2.398241761723266,1.4063804293103956,6,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0.6721239590910992,-0.8062724679544823,-0.09688416931637164,-0.7502485209485281,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,-0.14358022768347295,-0.3172931988206191,-0.28826715766155064,-0.2799243389288188,5,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
0,1.6101837738818572,1.3542175681165654,2.3343371377910405,1.3396824443079447,5,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,-0.06200980900601573,0.9617035969750972,0.3216833968258335,1.0779243985641402,3,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0.7129091684298279,1.0249049991080457,1.0762079607201223,0.9848224572731576,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1.5693985645431285,0.6091063008649649,1.6922467707150295,0.7092555298671921,5,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0
1,1.5286133552044,0.8369639875021729,1.7837029567084723,0.8483019206844826,6,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.5693985645431285,1.0897695960339664,1.9400784758853946,0.9715634736272868,3,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
0,1.1615464711558425,0.10515827859435078,0.8240747706803117,0.1086813918639575,4,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0
0,-0.02122459966728712,1.041536947037769,0.3939924604260522,1.146817749670205,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1
0,-1.285566089167874,0.48935627577095736,-0.9753356152442261,0.48768878431460577,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.4470429365269428,1.2377939326085028,2.1436820930391525,1.3343410799584214,4,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0
0,1.2023316804945712,-1.3800746715299337,-0.3797233436549937,-1.3868360005490052,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,-1.0408548331355023,0.20494996617269018,-0.8019306277636529,0.08724433093828492,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.5106471117320305,0.67729728737683,-0.24523025007032842,0.723906018047829,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-1.081640042474231,-1.511467060174747,-0.9603796832366152,-1.5241637256799327,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0.01956060967144149,-0.1809112257968886,-0.17898738308086634,-0.25790874897667093,5,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,-0.18436543702220157,0.9084813635999831,0.12255773571565248,0.8894948909179607,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
0,-0.22515064636093016,-1.4981615018309686,-0.8030997492922715,-1.5742006445863856,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.0408548331355023,-0.6981648064112812,-0.8876294417010687,-0.8327596320226895,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.2659358556996588,0.5192937820444593,-0.08892090758370563,0.5121712182561872,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
1,-1.1224252518129596,0.8286480135373113,-0.7887173486005867,1.1812557358513118,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
1,-0.10279501834474433,0.851932740638924,0.13477836452423114,0.7173858698418595,2,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1.2431168898332998,0.8502695458459517,1.559628683355507,0.9143138166454863,2,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
0,-1.285566089167874,-0.4703071197740729,-0.9880635986784316,-0.4687838042051816,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.8352647964460137,0.6556757550681896,0.9526781388283515,0.632155835306166,5,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
0,-0.7553583677644021,0.8236584291583947,-0.4773560207430254,0.7101710811490551,3,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1
0,-0.46986190239330183,1.139665439823136,-0.1473328662211001,0.9373106267020543,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,-0.6330027397482163,-1.4948351122450239,-0.8734235121835152,-1.5455833551302518,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.6737879490869448,-1.4765399695223285,-0.8822691297868367,-1.5492704404349116,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.1011310283488987,-0.09276190176935552,-0.08570030865581316,-0.16581004095878013,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
1,-0.02122459966728712,0.4860298861850129,0.16528581875214526,0.6097343550767712,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,-0.18436543702220157,-1.5081406705888027,-0.7705408176650833,-1.5074292048607372,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0
0,-1.285566089167874,-1.4815295539012454,-1.0014754079123953,-1.4766440014669335,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,1.0799760524783852,-0.4387064187075987,0.3156392591118434,-0.4622936250803079,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.6101837738818572,-1.3834010611158785,-0.2943554131690736,-1.4039139584490727,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0.14191623768762732,0.017008954566817946,0.09178557472654175,0.14952516549651834,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1
0,0.30505707504254176,0.00702978580898363,0.13043276186125283,-0.007952990325630394,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0.30505707504254176,0.542578509146072,0.44203673758324447,0.5774513331332309,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.9592844144580451,0.2664881735126664,-0.7230700718238171,0.24824831347391207,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1
0,1.2431168898332998,0.3197104068877806,1.0518549386900304,0.30863467397714195,5,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,-1.2039956704904167,0.5192937820444593,-0.9079456856229119,0.41640919799510717,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0.30505707504254176,-0.1526369143163593,0.06977079575368686,-0.12191744519692248,5,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0
0,-1.0000696237967737,0.3363423548175038,-0.7201141796571212,0.5759594348149157,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0.060345819010170096,0.8402903770881179,0.36990414515715697,0.899569731802381,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
0,-1.1224252518129596,-0.8278940002631224,-0.9118721692473288,-0.669692777738281,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
1,-0.9592844144580451,1.14964460858097,-0.6048343851559794,1.23547979324785,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0,-0.9592844144580451,0.13842217445379726,-0.7219450680887314,0.25764174732997,3,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.06200980900601573,-0.17259525183202698,-0.20508305795550294,-0.19901222657436984,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0.7129091684298279,-1.4981615018309686,-0.5943784680887118,-1.5259761058592192,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.2447808798291453,0.7105611832362765,-0.9303134069440289,0.8598345314943154,3,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
0,-1.285566089167874,-0.6399529886572499,-0.9903136061486032,-0.6378656136142256,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.0000696237967737,0.17334926510621596,-0.7672099242533588,0.13357014181453739,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,-0.9592844144580451,-0.8029460783685376,-0.8518940289395208,-0.8273919555335134,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,-1.2447808798291453,0.17667565469216087,-0.9592987972950623,-0.22925124087570273,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-1.2039956704904167,-0.3172931988206191,-0.9375707839801705,-0.32567207663347464,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.30672106503838736,1.0249049991080457,0.021175046177334882,0.9496468102568837,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0
1,-1.285566089167874,-0.6183314563486098,-0.99002684049064,-0.6163159712385632,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0.5089831217361848,0.5459048987320164,0.5518018078927892,0.45755612198419254,5,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0.7536943777685564,0.6423701967244113,0.8186923998693132,0.5438868712942748,2,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.9168352151234709,-1.4931719174520517,-0.5307826687112163,-1.495933191845149,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,0.22348665636508452,0.041956876461402795,0.10237384517440781,0.04936731348331772,3,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-1.2447808798291453,-0.6333002094853606,-0.9747179661347671,-0.8086050878213974,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.22348665636508452,-1.5064774757958301,-0.6939964458857183,-1.5255014902538608,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,0.060345819010170096,-0.5019078208405472,-0.24536260345092673,-0.46030046082652715,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1.5286133552044,1.2261515690576967,2.1083657993161653,1.196837784953714,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.7961435771031307,-0.3239459779925085,-0.6827022907413277,-0.25673022272159196,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,0.2642718657038131,0.3446583287823654,0.3208672176454772,0.41394395291071195,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1.1615464711558425,1.299332139948479,1.8232324997138394,1.3395654415558,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.8369287864418593,1.1729293356825825,-0.4967899087942129,1.0653849664621724,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1
0,0.34584228438127035,1.1562973877528593,0.8514719204641653,1.2613330748555087,4,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.46986190239330183,0.2930992902002235,-0.32278933110094726,0.3094503503063794,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0.9168352151234709,-0.4935918468756855,0.19989622777860738,-0.49759703233264097,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0
0,1.4878281458656715,-0.15430010910933153,0.7787437378253851,-0.20271659204190215,5,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,-0.2659358556996588,1.3592071524954825,0.18524912032572607,1.3045987480997039,4,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1.4878281458656715,0.7454882738886952,1.6611216673776565,0.7582725324495962,3,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
1,-0.5922175304094877,-0.5501404698367444,-0.6527904267261061,-0.6581259611468996,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.590553540413642,-0.3538834842660103,0.10934445655258618,-0.36089451447170967,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,1.6101837738818572,0.6789604821698023,1.6936144223145453,0.6709528369965219,6,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,0.01956060967144149,-0.4952550416686578,-0.2380169908277197,-0.3923302944248594,4,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
0,-1.2447808798291453,-1.3468107756704872,-0.9943283253600856,-1.5454370905892407,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,1.6101837738818572,0.8669014937756749,1.9244607769747917,0.9118898107799698,6,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0.18270144702635593,0.24486664120402604,0.12577833464354496,0.1563798334455333,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,1.2023316804945712,1.038210557451824,1.645151026118792,1.0674169426663296,3,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,1.5693985645431285,-1.4981615018309686,-0.4018042993181478,-1.5071123474043546,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.3882914837158446,-0.3189563936135916,-0.44389267434841534,-0.30020650147382877,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.6737879490869448,-1.489845527866107,-0.8797985333490012,-1.5376667868480163,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.9592844144580451,0.15339092759054826,-0.7222538926434607,0.2550631576439931,4,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0
0,-0.6330027397482163,-1.3218628537759025,-0.8284233627800844,-1.346663579354906,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,-1.1632104611516882,-1.4615712163855774,-0.9727326654257923,-1.442661873105312,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
1,-1.285566089167874,-0.5102237948054088,-0.9885930122008248,-0.5085677593602509,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.347506274377116,0.49101947056393,-0.15955349502967886,0.5129681724860561,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,-1.285566089167874,0.21160274534457957,-0.9790194510042127,0.21085876302724976,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1.6101837738818572,1.6269815141640265,2.450940466098165,1.4613826682371667,6,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1.6101837738818572,-1.3418211912915703,-0.2380831675180188,-1.345181973726514,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,-0.877713995780588,-1.5031510862098856,-0.9150707092784551,-1.499700611840894,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.9592844144580451,-1.48485594348719,-0.9317031174403113,-1.4937732043809218,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
1,-1.2447808798291453,-0.49026545728974086,-0.9596737985400908,-0.24334139165978985,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1.1207612618171139,1.1845716992333886,1.6494083931947046,1.1800401149993511,3,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
1,-0.14358022768347295,1.031557778279935,0.20066828916543095,0.9870460145368531,3,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
0,0.6721239590910992,0.31804721209480835,0.631566778600047,0.36691606330814597,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,-0.10279501834474433,1.3043217243273957,0.36650707505513314,1.2978448266529725,4,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.8352647964460137,-1.524772618518526,-0.5734886928509426,-1.5317535368311095,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0.2642718657038131,-1.3268524381548195,-0.567356319549887,-1.2975311948179362,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.9592844144580451,-1.524772618518526,-0.9409016773918949,-1.5705783400275135,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.2642718657038131,0.5658632362476846,0.41002927837521597,0.5857460327577091,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,-1.0000696237967737,0.16004370676243765,-0.7577245986438121,0.22266962471391102,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.7536943777685564,0.8402903770881179,0.9990459398312984,0.8096332906961093,2,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0
0,1.5693985645431285,-1.315210074604013,-0.19535508448152603,-1.2886041101412722,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,1.5693985645431285,-1.3384948017056257,-0.2310022616560084,-1.3263334948423238,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
1,1.5286133552044,-1.5081406705888027,-0.3654291785503746,-1.4588596262755904,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
1,-1.285566089167874,-1.3185364641899577,-0.9993136360292894,-1.314192851250401,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,0.22348665636508452,-0.16261608307419315,-0.04286193113548843,-0.23784492417126069,5,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-0.18436543702220157,0.8319744031232563,0.06315312672377058,0.73006305872659,3,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,-0.02122459966728712,-1.5131302549677197,-0.7275921456609266,-1.4870562084801742,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
1,0.6721239590910992,-0.5019078208405472,0.0476677811937665,-0.5285612266193034,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0.18270144702635593,-1.3567899444283211,-0.6302241753340917,-1.3790657871338925,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-0.9184992051193165,-0.3538834842660103,-0.7532466426002354,-0.21847641968787163,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1.4062577271882142,1.4972523203121855,2.2244397141008974,1.4769435498122956,5,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
0,-1.0408548331355023,-0.9775815316306314,-0.9003574251352745,-0.9693985732398019,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
0,0.7536943777685564,0.7538042478535568,0.964214941837172,0.7583106884168163,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0
0,-0.9592844144580451,-0.6565849365869731,-0.8267248277290725,-0.6172368961264121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-0.9592844144580451,0.7820785593340867,-0.6625404590968496,0.753651891925346,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0
0,-1.1632104611516882,-0.4686439249811007,-0.9212030825795107,-0.4745856309986291,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1.5693985645431285,1.134675855444219,2.075409807547183,1.1147997206204499,4,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
0,0.7129091684298279,0.6490229758963008,0.8055011796030132,0.5779652092206502,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1,-0.347506274377116,1.053179310588575,-0.01186918117871382,0.975387581797146,3,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,-0.4290766930545732,-0.17093205703905476,-0.4041204834786185,-0.08021210584402329,2,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,0.4681979123974562,1.5504745536872997,1.1580023499298873,1.552173304112408,5,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.01956060967144149,-1.3518003600494042,-0.6405256801239947,-1.308918463256358,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,-1.285566089167874,0.33966874440344824,-0.9773209159532009,0.33849895248309647,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.8760500057847422,0.17501245989918865,0.6288094165042485,0.12990946538533835,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
0,0.38662749371999894,1.2261515690576967,0.8748984688300687,1.2219948216757779,3,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-1.285566089167874,-0.634963404278333,-0.9902474294583039,-0.632892619219842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,-1.285566089167874,-1.4765399695223285,-1.0014092312220961,-1.4716710070725498,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.10279501834474433,0.18332843386405026,-0.10835479563489321,0.1083598230096757,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0,-1.285566089167874,-1.1422378161348916,-0.9969753929720522,-1.1384803826488459,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-0.6737879490869448,0.665654923826024,-0.39357633082428517,0.7459736806729065,5,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
0,-1.285566089167874,-1.489845527866107,-1.0015857023962274,-1.484932325457573,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
